,userid,content,predict
262,5787015,字体、字号、颜色、效果、字体间距以及其它特殊效果的设置,1
263,5787015,记事本只能输入文字，没有格式颜色等功能，文件格式txt,2
264,5787015,记事本用于纯文本文档的编辑，功能没有写字板强大，适于编写一些篇幅短小的文件，由于它使用方便、快捷，应用也是比较多的写字板是windows自带的缩水版word，有基本功能，格式rtf或txt,1
265,5787015,“写字板”是一个使用简单，但却功能强大的文字处理程序，用户可以利用它进行日常工作中文件的编辑,1
266,5787015,它不仅可以进行中英文文档的编辑，而且还可以图文混排，插入图片、声音、视频剪辑等多媒体资料,2
267,5787015,Word提供了许多易于使用的文档创建工具，同时也提供了丰富的功能集供创建复杂的文档使用,2
268,5787015,功能最为强大,2
269,5787015,计算机是一门研究用计算机进行信息表示和处理的科学,2
270,5787015,这里面涉及到两个问题：信息的表示，信息的处理,2
271,5787015,而信息的表示和组织又直接关系到处理信息的程序的效率,2
272,5787015,随着计算机的普及，信息量的增加，信息范围的拓宽，使许多系统程序和应用程序的规模很大，结构又相当复杂,2
273,5787015,因此，为了编写出一个“好”的程序，必须分析待处理的对象的特征及各对象之间存在的关系，这就是数据结构这门课所要研究的问题,2
274,5787015,众所周知，计算机的程序是对信息进行加工处理,2
275,5787015,在大多数情况下，这些信息并不是没有组织，信息（数据）之间往往具有重要的结构关系，这就是数据结构的内容,3
276,5787015,数据的结构，直接影响算法的选择和效率,2
277,5787015,计算机解决一个具体问题时，从具体问题中抽象出一个适当的数学模型，然后设计一个解此数学模型的算法（Algorithm），最后编出程序、进行测试、调整直至得到最终解答,2
278,5787015,寻求数学模型的实质是分析问题，从中提取操作的对象，并找出这些操作对象之间含有的关系，然后用数学的语言加以描述,2
279,5787015,计算机算法与数据的结构密切相关，算法无不依附于具体的数据结构，数据结构直接关系到算法的选择和效率,2
280,5787015,运算是由计算机来完成，这就要设计相应的插入、删除和修改的算法,2
281,5787015,也就是说，数据结构还需要给出每种结构类型所定义的各种运算的算法,2
282,5787015,顺序结构——顺序语句由语句序列组成，程序执行时，按照语句的顺序，从上而下，一条一条地顺序执行,2
283,5787015,选择结构——分支语句根据一定的条件决定执行哪一部分的语句序列,2
284,5787015,又分为单分支选择、双分支选择和多分支选择,2
285,5787015,循环结构——循环语句使同一个语句组根据一定的条件执行若干次,2
286,5787015,又分为直到型循环和当型循环,2
287,5787015,高级语言是从人类的逻辑思维角度出发的计算机语言，抽象程度大大提高，需要经过编译成特定机器上的目标代码才能执行，一条高级语言的语句往往需要若干条机器指令来完成,2
288,5787015,高级语言独立于机器的特性是靠编译器为不同机器生成不同的目标代码(或机器指令)来实现的,2
289,5787015,那具体的说，要将高级语言编译到什么程度呢，这又跟编译的技术有关了，既可以编译成直接可执行的目标代码，也可以编译成一种中间表示，然后拿到不同的机器和系统上去执行，这种情况通常又需要支撑环境，比如解释器或虚拟机的支持，Java程序编译成bytecode，再由不同平台上的虚拟机执行就是很好的例子,2
290,5787015,所以，说高级语言不依赖于机器，是指在不同的机器或平台上高级语言的程序本身不变，而通过编译器编译得到的目标代码去适应不同的机器,2
291,5787015,从这个意义上来说，通过交叉汇编，一些汇编程序也可以获得不同机器之间的可移植性，但这种途径获得的移植性远远不如高级语言来的方便和实用性大,2
292,5787015,文档编辑：WPS视频播放：迅雷看看音频播放：酷狗云盘存储：百度云、360云盘聊天：QQ、阿里旺旺安全：360安全卫士、卡巴斯基、麦咖啡浏览器：IE阅读：福昕,2
293,5787015,1、记事本：一个编辑纯文本文件的应用程序,1
294,5787015,文本文件只包含基本的可显示字符，不包含任何动画、图形等其他格式的信息,2
295,5787015,文本文件的扩展名为.TXT,3
296,5787015,打开步骤如下：单击【开始】按钮→选择【程序】菜单→【附件】→单击【记事本】命令；双击后缀名为txt的文件或右击鼠标在弹出式菜单中选择【编辑】命令，也可以打开“记事本”.2、写字板：比“记事本”多了工具栏、格式栏、标尺，可以对文本进行格式化,5
297,5787015,3、画图：画图程序是一个简单的画图工具，用户可以使用它绘制黑白或彩色的图形，并可将这些图形存为位图文件（,1
298,5787015,bmp文件），可以打印，也可以将它作为桌面背景，或者粘贴到另一个文档中，还可以使用“画图”查看和编辑扫描的相片等,1
299,5787015,画图的打开步骤：单击“开始”按钮→在【程序】菜单中打开【附件】→单击【画图】命令启动“画图”程序4、计算器：四则运算，科学计算,1
300,5787015,5、录音机：录音,2
301,5787015,1、左键单击定位,2
302,5787015,双击打开或关闭目标，调整目标大小,2
303,5787015,2、右键单击激活属性等其它快捷功能,2
304,5787015,3、滚轮拉动滚动条、缩放,1
305,5787015,4、还有DPI调节按键，以及其他可自定义按键,2
306,5787015,（1）标题栏,1
307,5787015,窗口上方的蓝条区域，标题栏左边有控制菜单图表和窗口中程序的名称,2
308,5787015,（2）菜单栏,1
309,5787015,位于标题栏的下边，包含很多菜单,2
310,5787015,（3）工具栏,1
311,5787015,位于菜单栏下方，它以按扭的形式给出了用户最经常使用的一些命令，比如，复制，粘贴等,1
312,5787015,（4）工作区域,2
313,5787015,窗口中间的区域，窗口的输入输出都在它里面进行,2
314,5787015,（5）状态栏,1
315,5787015,位于窗口底部，显示运行程序的当前状态，通过它用户可以了解到程序运行的情况,2
316,5787015,（6）滚动条,1
317,5787015,如果窗口中显示的内容过多，当前可见的部分不够显示时，窗口就会出现滚动条，分为水平与垂直两种,2
318,5787015,（7）窗口缩放按纽,2
319,5787015,即最大化、最小化、关闭按纽,2
320,5787015,1.批处理操作系统批处理(BatchProcessing)操作系统的工作方式是：用户将作业交给系统操作员，系统操作员将许多用户的作业组成一批作业，之后输入到计算机中，在系统中形成一个自动转接的连续的作业流，然后启动操作系统，系统自动、依次执行每个作业,2
321,5787015,最后由操作员将作业结果交给用户,2
322,5787015,批处理操作系统的特点是：多道和成批处理,2
323,5787015,2．分时操作系统分时(TimeSharing)操作系统的工作方式是：一台主机连接了若干个终端，每个终端有一个用户在使用,2
324,5787015,用户交互式地向系统提出命令请求，系统接受每个用户的命令，采用时间片轮转方式处理服务请求，并通过交互方式在终端上向用户显示结果,2
325,5787015,用户根据上步结果发出下道命,2
326,5787015,分时操作系统将CPU的时间划分成若干个片段，称为时间片,2
327,5787015,操作系统以时间片为单位，轮流为每个终端用户服务,2
328,5787015,每个用户轮流使用一个时间片而使每个用户并不感到有别的用户存在,2
329,5787015,分时系统具有多路性、交互性、“独占”性和及时性的特征,2
330,5787015,多路性指，伺时有多个用户使用一台计算机，宏观上看是多个人同时使用一个CPU，微观上是多个人在不同时刻轮流使用CPU,2
331,5787015,交互性是指，用户根据系统响应结果进一步提出新请求(用户直接干预每一步),2
332,5787015,“独占”性是指，用户感觉不到计算机为其他人服务，就像整个系统为他所独占,2
333,5787015,及时性指，系统对用户提出的请求及时响应,2
334,5787015,它支持位于不同终端的多个用户同时使用一台计算机，彼此独立互不干扰，用户感到好像一台计算机全为他所用,2
335,5787015,常见的通用操作系统是分时系统与批处理系统的结合,2
336,5787015,其原则是：分时优先，批处理在后,2
337,5787015,“前台”响应需频繁交互的作业，如终端的要求；“后台”处理时间性要求不强的作业,2
338,5787015,3．实时操作系统实时操作系统(RealTimeOperatingSystem，RTOS)是指使计算机能及时响应外部事件的请求在规定的严格时间内完成对该事件的处理，并控制所有实时设备和实时任务协调一致地工作的操作系统,2
339,5787015,实时操作系统要追求的目标是：对外部请求在严格时间范围内做出反应，有高可靠性和完整性,2
340,5787015,其主要特点是资源的分配和调度首先要考虑实时性然后才是效率,2
341,5787015,此外，实时操作系统应有较强的容错能力,2
342,5787015,4．网络操作系统网络操作系统是基于计算机网络的，是在各种计算机操作系统上按网络体系结构协议标准开发的软件，包括网络管理、通信、安全、资源共享和各种网络应用,1
343,5787015,其目标是相互通信及资源共享,2
344,5787015,在其支持下，网络中的各台计算机能互相通信和共享资源,2
345,5787015,其主要特点是与网络的硬件相结合来完成网络的通信任务,2
346,5787015,5．分布式操作系统它是为分布计算系统配置的操作系统,2
347,5787015,大量的计算机通过网络被连结在一起，可以获得极高的运算能力及广泛的数据共享,2
348,5787015,这种系统被称作分布式系统(DistributedSystem),2
349,5787015,它在资源管理，通信控制和操作系统的结构等方面都与其他操作系统有较大的区别,2
350,5787015,由于分布计算机系统的资源分布于系统的不同计算机上，操作系统对用户的资源需求不能像一般的操作系统那样等待有资源时直接分配的简单做法而是要在系统的各台计算机上搜索，找到所需资源后才可进行分配,2
351,5787015,对于有些资源，如具有多个副本的文件，还必须考虑一致性,2
352,5787015,所谓一致性是指若干个用户对同一个文件所同时读出的数据是一致的,2
353,5787015,为了保证一致性，操作系统须控制文件的读、写、操作，使得多个用户可同时读一个文件，而任一时刻最多只能有一个用户在修改文件,1
354,5787015,分布操作系统的通信功能类似于网络操作系统,2
355,5787015,由于分布计算机系统不像网络分布得很广，同时分布操作系统还要支持并行处理，因此它提供的通信机制和网络操作系统提供的有所不同，它要求通信速度高,2
356,5787015,分布操作系统的结构也不同于其他操作系统，它分布于系统的各台计算机上，能并行地处理用户的各种需求，有较强的容错能力,2
357,2012082,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",2
358,2012082,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip,2
359,2012082,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,1
360,2012082,智能手机出货将远超传统手机终端将向定制化发展终端融合化和云化发展趋势更加明显行业应用专用终端将是新兴市场终端紧密服务于业务将是大势所趋未来终端的竞争将是平台竞争,2
361,2012082,1.不熟悉的网站不要随意点开，更不要随便输入账户和密码2.如需进行支付或重要操作时，免费WIFI不要连，尽量采用数据接入方式3.在网站注册时，不要留有过详细的个人信息，尤其是身份证信息等重要信息4.在公用电脑上登陆过，一定要清除COOKIES和表单信息5.不要安装流氓软件，打开邮件或消息的链接要留心等,2
362,2012082,1.2014年3月26日，携程“安全门”事件：携程网被指出安全支付日志存在漏洞，导致大量用户银行卡信息泄露,2
363,2012082,携程第一时间进行技术排查和修复,2
364,2012082,并表示，如用户因此产生损失，携程将赔偿,2
365,2012082,在获利的同时，电商如何对用户信息进行保护引发人们思考,2
366,2012082,2.2014年5月，山寨网银及山寨微信大量窃取网银信息：山寨网银和山寨微信客户端，伪装成正常网银客户端的图标、界面，在手机软件中内嵌钓鱼网站，欺骗网民提交银行卡号、身份证号、银行卡有效期等关键信息，同时，部分手机病毒可拦截用户短信，中毒用户面临网银资金被盗的风险,2
367,2012082,3.2014年6月，免费WiFi存陷阱，窃取用户手机中的敏感信息：黑客通过公共场所免费WiFi诱导用户链接而获取手机中银行卡、支付宝等账户信息从而盗取资金的消息，引发了网民对于免费WiFi安全性的担忧,2
368,2012082,4.2014年8月12日，1400万快递数据遭贩卖：警方破获了一起信息泄露案件，犯罪嫌疑人通过快递公司官网漏洞，登录网站后台，然后再通过上传（后门）工具就能获取该网站数据库的访问权限，获取了1400万条用户信息，除了有快递编码外，还详细记录着收货和发货双方的姓名、电话号码、住址等个人隐私信息，而拿到这些数据仅用了20秒的时间,2
369,2012082,5.2014年9月，美国家得宝公司确认其支付系统遭到网络攻击：将近有5600万张银行卡的信息被盗，这比去年发生在Target的客户银行卡数据被盗事件还要严重,2
370,2012082,在大数据时代到来以后，隐私泄露会更加严重，除非你不上网，否则在技术上无法做到完全的保护,2
371,2012082,要真正保障每个公民的隐私权和安全，是需要靠法律和道德，靠每一个人的良知和社会组织的进步，以及科学技术的发展,2
372,2012082,注册名：当我们在网络上注册ID的时候，很容易暴露我们的身份信息,3
373,2012082,禁用cookies：网站搜集用户数据主要利用cookies，这是计算机自带的一项功能，用于辨别用户的身份,2
374,2012082,调整Cookie的安全级别，并作相应清理,2
375,2012082,多个邮箱：如果你频繁使用同一个邮箱在不同网站进行操作，数据挖掘和分析最终还是能找到你,2
376,2012082,在不同社交网站上使用不同姓名和邮箱能有效提高防止被机器认出的概率,2
377,2012082,不要主动上传敏感信息杜绝手机流氓软件：这种软件会后台默默上传你的通话记录和聊天短信等，而且能巧妙的避过杀毒软件的查杀,2
378,2012082,文件处理：电脑用户在删除文件以及处理废弃电脑时，一定要注意使用以下方法，对文件和电脑硬盘进行不可恢复性处理,2
379,2012082,完善法律：对个人来讲，要靠自觉与小心来防止隐私泄露,2
380,2012082,对国家和政府而言，加强立法，完善隐私保护机制是十分必要和有效的,2
381,2012082,"信息搜集制度改革：网站向用户收集资料,其目的是要对该信息的利用",2
382,2012082,对于一些对网站运营无用的信息，应该把选择权交回用户手中，让用户自己选择是否开放自己的信息,2
383,2012082,技术进步：信息在疯狂爆炸，然而防止隐私泄露的技术还是裹步不前,2
384,2012082,像PrivacyMark和TrackerScan这样的网络安全工具还有很大的上升空间,2
385,2012082,中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/传输控制协议、IP/网际协议、HTTP/超文本传输协议,2
386,2012082,该域名对应的实际IP地址：114.215.217.115,2
387,2012082,计算机：终端传输媒体：传输通道网络适配器：局域网中连接计算机和传输介质的接口，不仅能实现与局域网传输介质之间的物理连接和电信号匹配，还涉及帧的发送与接收、帧的封装与拆封、介质访问控制、数据的编码与解码以及数据缓存的功能等,1
388,2012082,网络连接设备：把网络中的通信线路连接起来网络操作系统：向网络计算机提供服务,2
389,2012082,1TCP/IP协议2.UDP协议：用户数句包协议3.ICMP协议：控制报文协议4.ARP协议：地址解析协议5.SOCKET协议：套接字6.HTTP7.FTP等等,2
390,2012082,OSI/RM模型将计算机网络通信协议分为七层：物理层数据链路层网络层传输层会话层表示层应用层TCP/IP模型将网络体系结构分为4层：应用层传输层网际层网络接口层,2
391,2012082,电子商务是利用计算机技术、网络技术和远程通信技术，实现整个商务过程中的电子化、数字化和网络化,2
392,2012082,人们不再是面对面的、看着实实在在的货物、靠纸介质单据（包括现金）进行买卖交易,2
393,2012082,而是通过网络，通过网上琳琅满目的商品信息、完善的物流配送系统和方便安全的资金结算系统进行交易（买卖）,2
394,2012082,电子商务的发展是建立在网络发展的基础上的，电子商务的实现更是离不开网络，网络技术足电子商务的关键技术之一,2
395,2012082,此外还有Web浏览技术、安全技术、数据库技术、电子支付技术等,2
396,2012082,取样量化编码由于音频信号是一种连续变化的模拟信号，而计算机只能处理和记录二进制的数字信号，因此，由自然音源而得的音频信号必须经过一定的变化和处理，变成二进制数据后才能送到计算机进行再编辑和存贮,2
397,2012082,PCM(PulseCodeModulation)脉冲编码调制是一种模数转换的最基本编码方法,1
398,2012082,它把模拟信号转换成数字信号的过程称为模/数转换，它主要包括:采样:在时间轴上对信号数字化;量化:在幅度轴上对信号数字化;编码:按一定格式记录采样和量化后的数字数据,2
399,2012082,编码的过程首先用一组脉冲采样时钟信号与输入的模拟音频信号相乘，相乘的结果即输入信号在时间轴上的数字化,2
400,2012082,然后对采样以后的信号幅值进行量化,2
401,2012082,最简单的量化方法是均衡量化，这个量化的过程由量化器来完成,2
402,2012082,对经量化器A/D变换后的信号再进行编码，即把量化的信号电平转换成二进制码组，就得到了离散的二进制输出数据序列x(n)，n表示量化的时间序列，x(n)的值就是n时刻量化后的幅值，以二进制的形式表示和记录,2
403,2012082,矢量图的清晰度与分辨率的大小无关，对矢量图进行缩放时，图形对象仍保持原有的清晰度和光滑度，不会发生任何偏差,2
404,2012082,位图：也叫做点阵图，删格图象，像素图，位图图像是由像素构成的，像素的多少将决定位图图像的显示质量和文件大小，位图图像的分辨率越高，其显示越清晰，文件所占的空间也就越大,1
405,2012082,矢量图的清晰度与分辨率的大小无关，对矢量图进行缩放时，图形对象仍保持原有的清晰度和光滑度，不会发生任何偏差,2
406,2012082,位图：也叫做点阵图，删格图象，像素图，位图图像是由像素构成的，像素的多少将决定位图图像的显示质量和文件大小，位图图像的分辨率越高，其显示越清晰，文件所占的空间也就越大,1
407,2012082,键盘、鼠标、显示器、声卡、显卡、显示器、扬声器、硬盘摄像头扫描仪数码相机数码摄像机刻录机触摸屏打印机....,3
408,2012082,多媒体计算机系统由多媒体计算机硬件和多媒体计算机软件两部分组成主要硬件：主机、软盘驱动器、硬盘驱动器、显示器、网卡之外，还要有音频信息处理硬件、视频信息处理硬件及光盘驱动器等部分,1
409,2012082,软件：多媒体计算机的操作系统必须在原基础上扩充多媒体资源管理与信息处理的功能,2
410,2012082,多媒体编辑工具包括字处理软件、绘图软件、图像处理软件、动画制作软件、声音编辑软件以及视频编辑软件,2
411,2012082,(1)文本:由语言文字和符号字符组成的数据文件,2
412,2012082,可以表达文字信息，说明的更加清楚,2
413,2012082,(2)图像:通过描述画面中各个像素的亮度和颜色等组成的数据文件,1
414,2012082,也叫点位图或位图图像,2
415,2012082,表达实际事物,2
416,2012082,(3)图形:矢量图形的简称,1
417,2012082,即生成一幅图形由数学方法组成的数据文件,2
418,2012082,一般可将图形看作是图像的抽象,2
419,2012082,(4)动画:将静态的图像、图形及连环图画等按一定时间顺序显示而形成连续的动态画面,4
420,2012082,人为创造的表现形式,2
421,2012082,(5)音频:声音信号，即相应于人类听觉可感知范围内的频率,1
422,2012082,(6)视频:可视信号，即计算机屏幕上显示出来的动态信息，如动态图形、动态图像、动画等,2
423,2012082,而多媒体技术，是指采用计算机技术，将各种媒体以数字化的方式集成在一起，从而使计算机具有了能同时获取、处理、编辑、存储和展示多体信息的能力,1
424,2012082,Access的查询类型：1、选择查询：在查询设计器中，给出查询条件2、参数查询：是一种动态查询，这种查询会在一个查询窗口中输入查询条件，点确定，直接给出查询结果,2
425,2012082,这种查询完全由用户控制,2
426,2012082,参数查询一般创建在选择查询基础上，在运行查询时会出现一个或多个对话框，要求输入查询条件,2
427,2012082,分为单参数和多参数，在条件行写[参数内容]3、操作查询：用于创建新表或者对现有表中的数据进行修改和数据维护，能批量的对数据进行导出、删除操作,2
428,2012082,分为：?更新查询?追加查询?删除查询?生成表查询，这设计视图中进行相应查询操作即可，最后返回原数据表查看结果,2
429,2012082,4、交叉表查询：通常以一个字段作为表的行标题，以另一个字段的取值作为列标题，在行和列的交叉点单元格处获得数据的汇总信息，以达到数据统计的目的,2
430,2012082,方便分析和使用,2
431,2012082,可采取交叉别查询向导和设计视图完成,2
432,2012082,Access的主要设计过程：确定创建数据库的目的、确定数据库中需要的表、确定该表中需要的字段、确定主关键字和确定表之间的关系等步骤,2
433,2012082,设置字段的输入掩码：限制用户输入数据的格式，对数据输入做出控制以保证输入正确的数据,2
434,2012082,可使用掩码向导，也可自定义输入掩码,2
435,2012082,设置有效性规则和有效性文本：输入数据时有时需要限定输入数据的内容,2
436,2012082,默认值：添加新记录时自动向此字段分配指定值,1
437,2012082,Access基本数据类型包括：文本、备注、数字、日期和时间、货币、是否、计算字段、超链接、附件、OLE对象和查阅等类型,2
438,2012082,每种类型有着各自的作用,2
439,2012082,1、文本型：用来存放字符串数据，存放最大长度为255个字符,2
440,2012082,设置字段大小属性可设置能输入的最大字符个数,2
441,2012082,包含文本或数字文本，其中文本型数字不能进行计算,2
442,2012082,2、数字型：数学计算的数值数据，用来存储由整数、实数等可以进行计算的数据,2
443,2012082,可以分为整型、长整型、单精度型、双精度型等,2
444,2012082,3、备注型：包含长度在64000个字符内的文本字符串，应用于长文本,2
445,2012082,4、日期和时间：表示从50年到9999年之间的任意日期和时间，用于存放日期和时间数据,2
446,2012082,5、货币型：小数点左达到15位，小数点右达到44位，货币计算,2
447,2012082,6、是否型：取“是”或“否”之一的逻辑值，只含两值之一的数据,2
448,2012082,7、计算字段：用于计算的结果,2
449,2012082,计算时必须引用同一张表中的其他字段,2
450,2012082,8、附件型：任何受支持的文件类型,2
451,2012082,它可以将图像、电子表格文件、文档、图表等各种文件附加到数据库记录中,2
452,2012082,9、OLE对象：用于存放图片等二进制信息,2
453,2012082,10、自动编号型：追加记录时能自动填充的一系列数字一般用于主关键字,2
454,2012082,11、超级链接型：链接到其它文档、URL或文档内某个位置邮箱、网址和文档,2
455,2012082,建表方法：1、使用设计器创建表2、使用数据表视图创建表3、通过数据导入创建表建表要素：字段名称、数据类型、字段大小三种视图模式：列表视图、设计视图、数据表视图,2
456,2012082,数据库逻辑模型的作用：逻辑建模是数据仓库实施中的重要一环，它能直接反映出业务部门的需求，同时对系统的物理实施有着重要的指导作用，它的作用在于可以通过实体和关系勾勒出企业的数据蓝图,2
457,2012082,数据库逻辑模型的主要构成：层状模型、网状模型、关系模型三种模型,2
458,2012082,数据库概念模型的作用：1、收集信息2、标识对象3、建立对象间的关系4、标识对象信息模型,2
459,2012082,1、数据共享性2、数据冗余度小3、数据一致性,2
460,2012082,4、具有数据完整性措施,2
461,2012082,5、可以采用交互式或程序方式操作数据库系统的构成：DBS（数据库系统）=OS（操作系统）+DB（数据）+DBMS（数据库管理喜用）+DBA（数据库管理员）,5
462,2012082,1.人工管理阶段：特点：数据在计算机内部不保留,2
463,2012082,无数据管理软件，数据的管理由应用程序完成,2
464,2012082,数据是面向应用的，一组数据对应一个应用程序，数据冗余大而且不共享,2
465,2012082,数据不具独立性，完全依赖于应用程序,2
466,2012082,数据无结构,2
467,2012082,数据控制能力：应用程序自己控制2.文件管理阶段：特点：数据可长期保存在外存上,2
468,2012082,数据与程序有了一定的独立性，但独立性差，数据的逻辑结构改变必须修改应用程序,2
469,2012082,数据访问按文件名，存取以记录为单位，共享性差、冗余度大,2
470,2012082,记录内有结构，整体无结构,2
471,2012082,数据控制能力：应用程序自己控制3.数据库管理阶段：特点：数据结构化,2
472,2012082,数据的共享性高，冗余度低，易扩充,2
473,2012082,数据独立性高,2
474,2012082,数据由DBMS统一管理和控制,2
475,2012082,带有动画效果的幻灯片对象可以让你的演示文稿更加生动活泼，还可以控制信息演示流程并重点突出最关键的数据,2
476,2012082,动画效果通常有两种实现办法：按照一定的顺序依次显示对象或者使用运动画面,2
477,2012082,你可以对整个幻灯片、某个画面或者某个幻灯片对象（包括文本框、图表、艺术字和图画等）应用动画效果,2
478,2012082,不过我们设计动画时应该记住一条原则，那就是动画效果不能用得太多，而应该让它起到画龙点睛的作用；在使用动画的时候，要遵循动画的醒目、自然、适当、简化及创意原则,2
479,2012082,太多的闪烁和运动画面会让听众注意力分散甚至感到烦躁,2
480,2012082,new一个演示文稿，选择设计模板，或者自定义一个模板,2
481,2012082,插入几张新幻灯片，插入家乡美的图片和文字介绍，为幻灯片上的对象设置动画效果,2
482,2012082,设置不同幻灯片之间的切换效果,2
483,2012082,使用鼠标选择，按住左键拖动即可选择对象或文本,2
484,2012082,连续选择：shift+鼠标间隔选择：ctrl+鼠标在某行前鼠标单击：可以选择该行；双击：选择该段；三击：选择全文,5
485,2012082,使用键盘选择，ctrl+A全选，,5
486,2012082,图文混排有两种：一种是表格与文本的混排，另一种是图形、图片、艺术字等与文本的混排,1
487,2012082,图文混排方式就是将文字与图片混合排列，图片在文字周围、下方、上方等,1
488,2012082,"有9周环绕方式：1.""顶端居左，四周型文字环绕""2.""顶端居中，四周型文字环绕""3.""顶端居右，四周型文字环绕""4.""中间居左，四周型文字环绕""5.""中间居中，周型文字环绕""6.""中间居右，四周型文字环绕""7.""底端居左，四周型文字环绕""8.""底端居中，四周型文字环绕""9.""底端居右，四周型文字环绕""",2
489,2012082,格式刷：快速复制格式，用它“刷”格式，可以快速将指定段落或文本的格式延用到其他段落或文本上,1
490,2012082,样式：属于已经预设好的内容，直接套用，方便简洁，节约时间,1
491,2012082,试分析讨论节、分栏、项目符号和编号等格式概念及其作用：节：可以在一页里面或两页之间改变文档的布局，一便进行小范围操作,1
492,2012082,项目符号：根据内容的不同而以符号的形式表现出来,2
493,2012082,分栏：分成各块的版面，利于形象化自由表达,1
494,2012082,编号：给相关联的内容编号，利于阅读,2
495,2012082,页面视图：此视图为文档默认视图，显示的文档页面与打印时完全相同.,2
496,2012082,阅读视图：可自由调节页面显示比例，列宽和布局，导航搜索，更改页面颜色，不允许对文档编,2
497,2012082,web版式视图：类似网页，不显示页码和章节号信息，超链接显示为带下划线文,2
498,2012082,大纲视图：显示文档的大纲，可创建大纲并检查word文档结构，进行文本“升级”,2
499,2012082,草稿视图：不显示页眉，页脚等信息,2
500,2012082,批注就是间接的显示在文档中的信息，是对文章的建议和意见,2
501,2012082,修订是直接对文章进行更改，并以批注的形式显示，不仅能看出那些地方修改了，还可以选择接受或者不接受修改,2
502,2012082,段落格式的主要设置内容：段落缩进、段落对齐、段落间距和行距、首字下沉、项目符号和段落编号、边框和底纹等,2
503,2012082,字符格式可以设置字体，字号，字型的设置(加粗、下划线、倾斜)，颜色、字符间距、缩放比例、文字效果等,2
504,2012082,word和记事本经常使用，写字板不怎么用,2
505,2012082,从功能上来看，Word>写字板>记事本word是丰富格式字处理软件，后缀名doc或者docx；写字板是windows自带的工具，可以进行文字处理和多媒体信息的编辑，支持rtf格式与txt格式；记事本只能输入文字，属于简单文本处理软件，后缀名为txt；,2
506,2012082,高级语言：不能直接操作计算机底层操作系统，编写格式不受计算机限制,2
507,2012082,与人类自然语言比较接近,2
508,2012082,有C、C++、C#、vb、dephi、java等语言,2
509,2012082,c/c++主要是底层的开发，比如操作系统或大型游戏，执行效率高；HTML（HypertextMarkupLanguage）/是用于描述网页文档的超文本标记语言；java，目前用于大型企业的网页开发系统或手机平台游戏上，开发效率高；,2
510,2012082,officeword文字处理排版officeexcel电子表格制作和数据处理officeaccess基本的数据库处理软件officepowerpoint电子幻灯制作photoshop图像处理软件premiere非线性视频制作,2
511,2012082,Access：数据库管理软件PPT：演示文稿Photoshop：图片编辑软件flash：动画制作和编辑软件word：字处理软件Photoshop：图像处理...,2
512,2012082,附件主要包括如下工具：1、系统工具：磁盘清理和碎片整理,2
513,2012082,2、录音机：录制声音,2
514,2012082,3、计算器：科学计算功能,1
515,2012082,4、记事本：编辑文本,1
516,2012082,5、画图：用来画图及存储屏幕打印图片,1
517,2012082,鼠标主要有两大功能：1向计算机输入光标位置信息；2向计算机输入命令,2
518,2012082,如双击、单击等,2
519,2012082,一般窗口的组成有：（1）标题栏（2）菜单栏（3）工具栏（4）工作区（5）状态栏（6）滚动条,1
520,5532909,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",2
521,5532909,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip,2
522,5532909,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,1
523,5532909,云计算的出现，智能手机的存储不再是问题,2
524,5532909,智能终端集娱乐性和实用性为一身,2
525,5532909,终端将向定制化发展着重于语音识别系统的开发终端紧密服务于业务将是大势所趋未来终端的竞争将是平台竞争,2
526,5532909,1.不熟悉的网站不要随意点开，更不要随便输入账户和密码2.如需进行支付或重要操作时，免费WIFI不要连，尽量采用数据接入方式3.在网站注册时，不要留有过详细的个人信息，尤其是身份证信息等重要信息4.在公用电脑上登陆过，一定要清除COOKIES和表单信息5.不要安装流氓软件，打开邮件或消息的链接要留心,2
527,5532909,1.2014年3月26日，携程“安全门”事件：携程网被指出安全支付日志存在漏洞，导致大量用户银行卡信息泄露,2
528,5532909,携程第一时间进行技术排查和修复,2
529,5532909,并表示，如用户因此产生损失，携程将赔偿,2
530,5532909,在获利的同时，电商如何对用户信息进行保护引发人们思考,2
