userid,content,label
5251364,选中图表，在上方出现图表工具，选择布局选项卡，在坐标轴组中，选择坐标轴，相应的横纵坐标轴中，选其他主要横坐标轴选项或其他主要纵坐标轴选项，选取自动即可,4
5251364,鼠标操作选定一个单词：在要选定的单词中双击鼠标选定一个句子：按住Ctrl，单击句中任意位置选定一行：在该行的文本选择区单击鼠标或Shift+End选定连续多行：在文本选择区单击第一行并拖到最后一行选定一个段落：双击该段对应的文本选择区或在段落中任意处三击选定任意连续文本：使用鼠标从文本的第一个字符拖动到最后一个字符选定整个文档：在文本选择区的任意位置三击鼠标或Ctrl+A选定矩形文本区：按住Alt，使用鼠标从选定区域的左上角拖动到右下角快捷键操作：Ctrl+C——复制、Ctrl+V——粘贴、Ctrl+Z——撤销、Ctrl+X——剪切、Ctrl+Y——恢复,4
5251364,样式：属于已经预设好的内容，直接套用，方便简洁，节约时间,3
5251364,记事本用于纯文本文档的编辑，功能没有写字板强大，适于编写一些篇幅短小的文件，由于它使用方便、快捷，应用也是比较多的,3
5251364,“写字板”是一个使用简单，但却功能强大的文字处理程序，用户可以利用它进行日常工作中文件的编辑,3
5251364,它不仅可以进行中英文文档的编辑，而且还可以图文混排，插入图片、声音、视频剪辑等多媒体资料,3
5251364,"Word具有强大的文字编辑能力,功能最为强大",3
5251364,程序=数据结构+算法+程序设计方法+语言工具和环境，数据结构+算法是程序组成的基本要素,2
5251364,Windows主要鼠标动作和作用：1、左键单击、双击打开或关闭或最小化目标文件或文件夹和网页,4
5251364,2、右键单击激活属性等其它快捷功能,4
5251364,3、滚轮拉动滚动条,4
3140313,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip,2
3140313,1、从行业的发展情况来看，移动智能终端企业应该推动产品的功能和形态向多元化拓展,3
3140313,2、移动智能终端企业可以通过应用端商业模式的创新来激发用户的消费需求,3
3140313,3、智能设备形式多样化，向更多行业渗透,3
3140313,4、移动智能终端应用从门户型应用软件向着针对细分市场、细分人群和专业定位的方向演进,3
3140313,不在不安全的地方使用账户、密码、支付等功能,4
3140313,不随意连接免费的无线,4
3140313,下载过程中出现的流氓软件及时清除,4
3140313,不随意在网上输入详细个人信息,4
3140313,不轻信陌生的的各种文件软件等等,4
7544471,请问怎么查看win系统是不是正版的,1
4977148,"压缩的原理是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",1
4977148,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,2
4977148,与计算的出现，智能手机的存储不再是问题,2
4977148,1、2014年4月，国内某黑客对国内两个大型物流公司的内部系统发起网络攻击，非法获取快递用户个人信息1400多万条，并出售给不法分子,1
4977148,而有趣的是，该黑客贩卖这些信息仅获利1000元,1
4977148,根据媒体报道，该黑客仅是一名22岁的大学生，正在某大学计算机专业读大学二年级,1
4977148,2、2014年3月22日，有安全研究人员在第三方漏洞收集平台上报了一个题目为“携程安全支付日志可遍历下载导致大量用户银行卡信息泄露（包含持卡人姓名身份证、银行卡号、卡CVV码、6位卡Bin）”的漏洞,1
4977148,上报材料指出携程安全支付日志可遍历下载，导致大量用户银行卡信息泄露，并称已将细节通知厂商并且等待厂商处理中,1
4977148,一石激起千层浪，该漏洞立即引发了关于“电商网站存储用户信用卡等敏感信息，并存在泄漏风险”等问题的热议,1
4977148,中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/传输控制协议、IP/网际协议、HTTP/超文本传输协议,2
4977148,该域名对应的实际IP地址：114.215.217.115,1
4977148,计算机：终端传输媒体：传输通道网络适配器：局域网中连接计算机和传输介质的接口，不仅能实现与局域网传输介质之间的物理连接和电信号匹配，还涉及帧的发送与接收、帧的封装与拆封、介质访问控制、数据的编码与解码以及数据缓存的功能等,2
4977148,网络连接设备：把网络中的通信线路连接起来网络操作系统：向网络计算机提供服务,1
4977148,网络协议从最基本的角度讲，就是规则,2
4977148,它规定了计算机通过网络进行通信的方式,1
4977148,例如，当一个计算机请求一个文件服务器上的某个文件时，计算机就必须都同意大量的规则，如工作站和服务器之间传送的数量、运送信息包的地址信息，用于保证信息成功到达的错误检查例程以及远程发送的用于作保证运送信息包以正确的顺序到达的时序，（常用的网络通信协议：TCP/IP、IPX/SPX、NETBIOS，分别称为传输控制协议/网际协议、互联网信息交换包/顺序信息交换包、网络基本输入/输出系统）,1
4977148,计算机网络是一个复杂的具有综合性技术的系统，为了允许不同系统实体互连和互操作，不同系统的实体在通信时都必须遵从相互均能接受的规则，这些规则的集合称为协议(Protocol),1
4977148,国际标准化组织ISO(InternationalStandardsOrganization)在80年代提出的开放系统互联参考模型OSI(OpenSystemInterconnection)，这个模型将计算机网络通信协议分为七层：物理层数据链路层网络层传输层会话层表示层应用层,1
4977148,电子商务是利用计算机技术、网络技术和远程通信技术，实现整个商务(买卖)过程中的电子化、数字化和网络化,1
4977148,PCM(PulseCodeModulation)脉冲编码调制是一种模数转换的最基本编码方法,1
4977148,它把模拟信号转换成数字信号的过程称为模/数转换，它主要包括:采样:在时间轴上对信号数字化;量化:在幅度轴上对信号数字化;编码:按一定格式记录采样和量化后的数字数据,2
4977148,编码的过程首先用一组脉冲采样时钟信号与输入的模拟音频信号相乘，相乘的结果即输入信号在时间轴上的数字化,1
4977148,对经量化器A/D变换后的信号再进行编码，即把量化的信号电平转换成二进制码组，就得到了离散的二进制输出数据序列x(n)，n表示量化的时间序列，x(n)的值就是n时刻量化后的幅值，以二进制的形式表示和记录,1
4977148,采样/量化/编码/解码/存储,1
4977148,图像压缩可以是有损数据压缩也可以是无损数据压缩,2
4977148,矢量图的清晰度与分辨率的大小无关，对矢量图进行缩放时，图形对象仍保持原有的清晰度和光滑度，不会发生任何偏差,2
4977148,位图：也叫做点阵图，删格图象，像素图，位图图像是由像素构成的，像素的多少将决定位图图像的显示质量和文件大小，位图图像的分辨率越高，其显示越清晰，文件所占的空间也就越大,1
4977148,摄像头，麦克风，打印机，扫描仪,1
4977148,多媒体电脑不可缺少的有键盘，鼠标，显示器，显卡，声卡，扬声器等,2
4977148,多媒体计算机系统由多媒体计算机硬件和多媒体计算机软件两部分组成主要硬件：主机、软盘驱动器、硬盘驱动器、显示器、网卡之外，还要有音频信息处理硬件、视频信息处理硬件及光盘驱动器等部分,2
4977148,软件：多媒体计算机的操作系统必须在原基础上扩充多媒体资源管理与信息处理的功能,1
4977148,多媒体编辑工具包括字处理软件、绘图软件、图像处理软件、动画制作软件、声音编辑软件以及视频编辑软件,2
4977148,(1)文本:由语言文字和符号字符组成的数据文件,1
4977148,可以表达文字信息，说明的更加清楚,2
4977148,(2)图像:通过描述画面中各个像素的亮度和颜色等组成的数据文件,1
4977148,也叫点位图或位图图像,1
4977148,表达实际事物,1
4977148,(3)图形:矢量图形的简称,1
4977148,即生成一幅图形由数学方法组成的数据文件,2
4977148,一般可将图形看作是图像的抽象,1
4977148,(4)动画:将静态的图像、图形及连环图画等按一定时间顺序显示而形成连续的动态画面,1
4977148,人为创造的表现形式,1
4977148,(5)音频:声音信号，即相应于人类听觉可感知范围内的频率,1
4977148,(6)视频:可视信号，即计算机屏幕上显示出来的动态信息，如动态图形、动态图像、动画等,1
4977148,选择查询：在查询设计器中，给出查询条件参数查询：是一种动态查询，这种查询会在一个查询窗口中输入查询条件，点确定，直接给出查询结果,1
4977148,这种查询完全由用户控制,1
4977148,参数查询一般创建在选择查询基础上，在运行查询时会出现一个或多个对话框，要求输入查询条件,1
4977148,分为单参数和多参数，在条件行写[参数内容]操作查询：用于创建新表或者对现有表中的数据进行修改和数据维护，能批量的对数据进行导出、删除操作,1
4977148,分为：?更新查询?追加查询?删除查询?生成表查询，这设计视图中进行相应查询操作即可，最后返回原数据表查看结果,1
4977148,交叉表查询：通常以一个字段作为表的行标题，以另一个字段的取值作为列标题，在行和列的交叉点单元格处获得数据的汇总信息，以达到数据统计的目的,1
4977148,3.默认值：添加新记录时自动向此字段分配指定值,1
4977148,Access的主要数据类型及其使用：1.文本型：用来存放字符串数据，最大长度为255个字符,1
4977148,文本型数字不能进行计算,1
4977148,2.备注型：存放字符长度超过255个字符，最多存储64000个字符,1
4977148,不受文本长度限制,1
4977148,3.数字型：用来存储由整数、实数等可以进行计算的数据,1
4977148,4.日期/时间型：用于存放日期、时间、或日期时间的组合,1
4977148,5.货币型：用于存放具有双精度属性(小数位数15位)的货币数据,1
4977148,6.自动编号型：自动编号型字段用于存放系统为记录绑定的顺序号,1
4977148,7.是/否型：用于存放逻辑数据，表示“是/否”或“真/假”,1
4977148,8.OLE对象：用来链接或嵌入OLE对象,1
4977148,1次只能添加1个,1
4977148,9.超级链接型：超链接型字段存放超链接地址,1
4977148,10.查阅向导型：通过一个列表进行选择内容而不是输入,1
4977148,11.附件型：声音、视频和照片文件,1
4977148,作用：是着重用逻辑的过程或主要的业务来描述对象系统，描述系统要“做什么”，或者说具有哪些功能,2
4977148,构成：数据结构数据操作约束条件,1
4977148,数据库概念模型的作用：1、收集信息2、标识对象3、建立对象间的关系4、标识对象信息模型数据库概念模型的设计方法：采用E/R图设计,2
4977148,数据访问按文件名，存取以记录为单位，共享性差、冗余度大,2
4977148,醒目原则、自然原则、适当原则、简介原则、创意原则,2
4977148,不同的通配符含义不同，？代表单个字符，*代表任意字符,1
4977148,主要可以采用鼠标操作或键盘操作，键盘操作一般要采用组合键,2
4977148,图文混排:就是将文字与图片混合排列，图片在文字周围、下方、上方等,1
4977148,"有9周环绕方式：1.""顶端居左，四周型文字环绕""2.""顶端居中，四周型文字环绕""3.""顶端居右，四周型文字环绕""4.""中间居左，四周型文字环绕""5.""中间居中，周型文字环绕""6.""中间居右，四周型文字环绕""7.""底端居左，四周型文字环绕""8.""底端居中，四周型文字环绕""9.""底端居右，四周型文字环绕""",1
4977148,格式刷：格式刷位于“格式”工具栏上，就是一把“刷子”,1
4977148,用它“刷”格式，可以快速将指定段落或文本的格式延用到其他段落或文本上,2
4977148,节：文档的一部分，可在其中设置某些页面格式选项,1
4977148,若要更改例如行编号、列数或页眉和页脚等属性，请创建一个新的节,2
4977148,分栏：一个页面分开多个版面，节约版面，易阅读查看,1
4977148,项目符号：放在文本或图形前以添加强调效果的点或其他符号,1
4977148,编号：给顺序号作为一种识别的方法，文本编号易于阅读，查看分析而且非常整齐,1
4977148,WORD中的以下文档视图：页面视图：此视图为文档默认视图，显示的文档页面与打印时完全相同.,1
4977148,阅读视图：可自由调节页面显示比例，列宽和布局，导航搜索，更改页面颜色，不允许对文档编,1
4977148,WEB版式视图：类似网页，不显示页码和章节号信息，超链接显示为带下划线文,1
4977148,大纲视图：显示文档的大纲，可创建大纲并检查WORD文档结构，进行文本“升级”,1
4977148,草稿视图：不显示页眉，页脚等信,1
4977148,批注：对部分文字或操作（删除、增加文字等）进行注解、诠释,1
4977148,修订：修订是指修改格式、删除或增加内容,1
4977148,修订也是一种操作，所以修订的过程在修订完成后也将以批注的形式在文段附近展示,2
4977148,段落格式的主要设置内容：段落缩进、段落对齐、段落间距和行距、首字下沉、项目符号和段落编号、边框和底纹,2
4977148,字符格式的主要设置内容：字体，字号，字型的设置(加粗、下划线、倾斜)，颜色、字符间距、缩放比例、文字效果、底纹、边框等,2
4977148,记事本只能输入文字，不能插入图片，文件格式txt,2
4977148,记事本用于纯文本文档的编辑，功能没有写字板强大，适于编写一些篇幅短小的文件，由于它使用方便、快捷，应用也是比较多的写字板是windows自带的缩水版word，有基本功能，格式rtf或txt,2
4977148,支持文字、图片、表格等的混合编辑,2
4977148,程序设计是数据结构的基础和实现方法,1
4977148,顺序结构：几个连续的处理步骤依次排列结构；选择结构：由某个逻辑判定式的取值（条件）决定两个处理中的一个执行；循环结构,1
4977148,office：办公软件360安全卫士：系统安全软件谷歌输入法：打字软件QQ：聊天软件,1
4977148,"系统工具：（1）系统还原，（2）磁盘清理和碎片整理记事本：Windows附件中用来创建编辑文本文件的程序,生成.TXT扩展名纯文本文件",1
4977148,写字板：”能创建打开Word文档、RTF文档和文本格式文件等画图：画图,1
4977148,虽然各个窗口不尽相同，但都由标题栏、菜单栏、工具栏、工作区、状态栏和边框组成,2
4977148,DOS操作系统?UNIX操作系统?Linux操作系统?Windows操作系统,1
4779386,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",1
4779386,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,2
4779386,1、2014年4月，国内某黑客对国内两个大型物流公司的内部系统发起网络攻击，非法获取快递用户个人信息1400多万条，并出售给不法分子,1
4779386,而有趣的是，该黑客贩卖这些信息仅获利1000元,1
4779386,根据媒体报道，该黑客仅是一名22岁的大学生，正在某大学计算机专业读大学二年级,1
4779386,2、2014年3月22日，有安全研究人员在第三方漏洞收集平台上报了一个题目为“携程安全支付日志可遍历下载导致大量用户银行卡信息泄露（包含持卡人姓名身份证、银行卡号、卡CVV码、6位卡Bin）”的漏洞,1
4779386,上报材料指出携程安全支付日志可遍历下载，导致大量用户银行卡信息泄露，并称已将细节通知厂商并且等待厂商处理中,1
4779386,一石激起千层浪，该漏洞立即引发了关于“电商网站存储用户信用卡等敏感信息，并存在泄漏风险”等问题的热议,1
4779386,中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/传输控制协议、IP/网际协议、HTTP/超文本传输协议,2
4779386,该域名对应的实际IP地址：114.215.217.115,1
4779386,局域网组网主要设备和功用：1、宽带路由器：一个作用是连通不同的网络，另一个作用是选择信息传送的线路,2
4779386,2、交换机：主要功能就是实现多台计算机的互连互通，相当于文前提到的“中间人”的作用,2
4779386,3、网卡、网线：作用是将数据分解为数据包再发送至网络,2
4779386,1.全球最大的网络是因特网（Internet），它所采用的网络协议是TCP/IP协议,1
4779386,2.UDP协议：用户数句包协议3.ICMP协议：控制报文协议4.ARP协议：地址解析协议5.SOCKET协议：套接字,1
4779386,网络体系结构:是指通信系统的整体设计，它为网络硬件、软件、协议、存取控制和拓扑提供标准,1
4779386,OSI模型将计算机网络通信协议分为七层：由底向上为物理层数据链路层网络层传输层会话层表示层应用层,1
4779386,电子商务是利用计算机技术、网络技术和远程通信技术，实现整个商务（买卖）过程中的电子化、数字化和网络化,1
4779386,电子商务采用的主要安全技术手段：防火墙技术,1
4779386,数据加密技术,1
4779386,数字签名技术,1
4779386,PCM(PulseCodeModulation)脉冲编码调制是一种模数转换的最基本编码方法,1
4779386,它把模拟信号转换成数字信号的过程称为模/数转换，它主要包括:采样:在时间轴上对信号数字化;量化:在幅度轴上对信号数字化;编码:按一定格式记录采样和量化后的数字数据,2
4779386,编码的过程首先用一组脉冲采样时钟信号与输入的模拟音频信号相乘，相乘的结果即输入信号在时间轴上的数字化,1
4779386,对经量化器A/D变换后的信号再进行编码，即把量化的信号电平转换成二进制码组，就得到了离散的二进制输出数据序列x(n)，n表示量化的时间序列，x(n)的值就是n时刻量化后的幅值，以二进制的形式表示和记录,1
4779386,采样/量化/编码/解码/存储,1
4779386,图像压缩可以是有损数据压缩也可以是无损数据压缩,2
4779386,矢量图的清晰度与分辨率的大小无关，对矢量图进行缩放时，图形对象仍保持原有的清晰度和光滑度，不会发生任何偏差,2
4779386,位图：也叫做点阵图，删格图象，像素图，位图图像是由像素构成的，像素的多少将决定位图图像的显示质量和文件大小，位图图像的分辨率越高，其显示越清晰，文件所占的空间也就越大,1
4779386,数码相机、麦克风、摄像头、打印机、扫描仪、键盘、鼠标、显示器、显卡、声卡、音箱、触摸屏等,1
4779386,多媒体计算机系统由计算机硬件和软件两部分组成硬件包括主机、硬盘驱动器、显示器、网卡、扫描仪、音频信息处理硬件、视频信息处理硬件及光盘驱动器等,1
4779386,软件包括多媒体计算机的操作系统，在原基础上扩充多媒体资源管理与信息处理的功能,1
4779386,多媒体编辑工具包括字处理软件、绘图软件、图像处理软件、动画制作软件、声音编辑软件以及视频编辑软件,2
4779386,(1)文本:由语言文字和符号字符组成的数据文件,1
4779386,可以表达文字信息，说明的更加清楚,2
4779386,(2)图像:通过描述画面中各个像素的亮度和颜色等组成的数据文件,1
4779386,也叫点位图或位图图像,1
4779386,表达实际事物,1
4779386,(3)图形:矢量图形的简称,1
4779386,即生成一幅图形由数学方法组成的数据文件,2
4779386,一般可将图形看作是图像的抽象,1
4779386,(4)动画:将静态的图像、图形及连环图画等按一定时间顺序显示而形成连续的动态画面,1
4779386,人为创造的表现形式,1
4779386,(5)音频:声音信号，即相应于人类听觉可感知范围内的频率,1
4779386,(6)视频:可视信号，即计算机屏幕上显示出来的动态信息，如动态图形、动态图像、动画等,1
4779386,Access的查询类型：1、选择查询：在查询设计器中，给出查询条件2、参数查询：是一种动态查询，这种查询会在一个查询窗口中输入查询条件，点确定，直接给出查询结果,1
4779386,这种查询完全由用户控制,1
4779386,参数查询一般创建在选择查询基础上，在运行查询时会出现一个或多个对话框，要求输入查询条件,1
4779386,分为单参数和多参数，在条件行写[参数内容]3、操作查询：用于创建新表或者对现有表中的数据进行修改和数据维护，能批量的对数据进行导出、删除操作,1
4779386,分为：?更新查询?追加查询?删除查询?生成表查询，这设计视图中进行相应查询操作即可，最后返回原数据表查看结果,1
4779386,4、交叉表查询：通常以一个字段作为表的行标题，以另一个字段的取值作为列标题，在行和列的交叉点单元格处获得数据的汇总信息，以达到数据统计的目的,1
4779386,Access的查询类型：1、选择查询：在查询设计器中，给出查询条件2、参数查询：是一种动态查询，这种查询会在一个查询窗口中输入查询条件，点确定，直接给出查询结果,1
4779386,这种查询完全由用户控制,1
4779386,参数查询一般创建在选择查询基础上，在运行查询时会出现一个或多个对话框，要求输入查询条件,1
4779386,分为单参数和多参数，在条件行写[参数内容]3、操作查询：用于创建新表或者对现有表中的数据进行修改和数据维护，能批量的对数据进行导出、删除操作,1
4779386,分为：?更新查询?追加查询?删除查询?生成表查询，这设计视图中进行相应查询操作即可，最后返回原数据表查看结果,1
4779386,4、交叉表查询：通常以一个字段作为表的行标题，以另一个字段的取值作为列标题，在行和列的交叉点单元格处获得数据的汇总信息，以达到数据统计的目的,1
4779386,3.默认值：添加新记录时自动向此字段分配指定值,1
4779386,Access基本数据类型包括：文本、备注、数字、日期和时间、货币、是否、计算字段、超链接、附件、OLE对象和查阅等类型,1
4779386,1、文本型：用来存放字符串数据，存放最大长度为255个字符,1
4779386,设置字段大小属性可设置能输入的最大字符个数,1
4779386,包含文本或数字文本，其中文本型数字不能进行计算,1
4779386,2、数字型：数学计算的数值数据，用来存储由整数、实数等可以进行计算的数据,1
4779386,可以分为整型、长整型、单精度型、双精度型等,1
4779386,3、备注型：包含长度在64000个字符内的文本字符串，应用于长文本,1
4779386,4、日期和时间：表示从50年到9999年之间的任意日期和时间，用于存放日期和时间数据,1
4779386,5、货币型：小数点左达到15位，小数点右达到44位，货币计算,1
4779386,6、是否型：取“是”或“否”之一的逻辑值，只含两值之一的数据,1
4779386,7、计算字段：用于计算的结果,1
4779386,计算时必须引用同一张表中的其他字段,1
4779386,8、附件型：任何受支持的文件类型,1
4779386,它可以将图像、电子表格文件、文档、图表等各种文件附加到数据库记录中,1
4779386,9、OLE对象：用于存放图片等二进制信息,1
4779386,10、自动编号型：追加记录时能自动填充的一系列数字一般用于主关键字,1
4779386,11、超级链接型：链接到其它文档、URL或文档内某个位置邮箱、网址和文档,1
4779386,数据库逻辑模型的作用：逻辑建模是数据仓库实施中的重要一环，它能直接反映出业务部门的需求，同时对系统的物理实施有着重要的指导作用，它的作用在于可以通过实体和关系勾勒出企业的数据蓝图,2
4779386,数据库逻辑模型的主要构成：层状模型、网状模型、关系模型三种模型,1
4779386,数据库概念模型的作用：1、收集信息2、标识对象3、建立对象间的关系4、标识对象信息模型,2
4779386,数据库概念模型的作用：1、收集信息2、标识对象3、建立对象间的关系4、标识对象信息模型,2
4779386,?（问号）表示任何单个字符*（星号）表示任何字符数,1
4779386,图文混排有两种：一种是表格与文本的混排，另一种是图形、图片、艺术字等与文本的混排,1
4779386,图文混排方式就是将文字与图片混合排列，图片在文字周围、下方、上方等,1
4779386,"有9周环绕方式：1.""顶端居左，四周型文字环绕""2.""顶端居中，四周型文字环绕""3.""顶端居右，四周型文字环绕""4.""中间居左，四周型文字环绕""5.""中间居中，周型文字环绕""6.""中间居右，四周型文字环绕""7.""底端居左，四周型文字环绕""8.""底端居中，四周型文字环绕""9.""底端居右，四周型文字环绕""",1
4779386,格式刷：快速复制格式，可以快速将指定段落或文本的格式延用到其他段落或文本上,1
4779386,节：文章的章节，如果要单独更改例如行编号、列数或页眉和页脚等属性，请创建一个新的节，可在其中设置某些页面格式选项,1
4779386,分栏：对文章进行版面设计时使用，一个页面分开多个版面，节约版面，易阅读查看,1
4779386,项目符号：放在文本或图形前以添加强调效果的点或其他符号,1
4779386,编号：用顺序号作为一种识别的方法，文本编号易于阅读，查看分析而且非常整齐,1
4779386,WORD中的以下文档视图：页面视图：此视图为文档默认视图，显示的文档页面与打印时完全相同.,1
4779386,阅读视图：可自由调节页面显示比例，列宽和布局，导航搜索，更改页面颜色，不允许对文档编,1
4779386,WEB版式视图：类似网页，不显示页码和章节号信息，超链接显示为带下划线文,1
4779386,大纲视图：显示文档的大纲，可创建大纲并检查WORD文档结构，进行文本“升级”,1
4779386,草稿视图：不显示页眉，页脚等,1
4779386,批注：对部分文字或操作（删除、增加文字等）进行注解、诠释修订：修订是指修改格式、删除或增加内容,1
4779386,修订也是一种操作，所以修订的过程在修订完成后也将以批注的形式在文段附近展示.,1
4779386,段落格式主要包括：缩进和间距、换行和分页，版式设置,1
4779386,程序设计是数据结构的基础和实现方法,1
4779386,三种结构：1、顺序结构：语句由语句序列组成，程序执行时，按照语句的顺序，从上而下，一条一条地顺序执行,1
4779386,2、选择结构：分支语句根据一定的条件决定执行哪一部分的语句序列（分为单分支选择、双分支选择和多分支选择）,1
4779386,3、循环结构：循环语句使同一个语句组根据一定的条件执行若干次（分为直到型循环和当型循环）,1
4779386,"过程式计算机语言：COBOL/COmmonBusinessOrientedLanguage）——是数据处理领域最为广泛的程序设计语言；BASIC/Beginner‘sAll/PurposeSymbolicInstructionCode是属于高阶程式语言的一种,适用于初学者",1
4779386,C/1972年由美国的DennisRitchie设计发明的首次在UNIX操作系统计算机上使用,1
4779386,它由早期的编程语言BCPL(BasicCombindProgrammingLanguage)发展演变而来,1
4779386,函数式计算机语言：ML/MetaLanguage通用的函数式编程语言，它的最初用途是写一些可以生成数学证明的程序,1
4779386,今天，大多数著名的推理系统都是用ML写的,1
4779386,它是由爱丁堡大学的RobinMilner及他人在二十世纪七十年代晚期开发的,1
4779386,面向对象计算机语言：C++/优秀的面向对象程序设计语言，它在C语言的基础上发展而来，但它比C语言更容易为人们学习和掌握；Smalltalk/被公认为历史上第二个面向对象的程序设计语言，和第一个真正的集成开发环境（IDE）；JAVA/一种可以撰写跨平台应用软件的面向对象的程序设计语言，Java语言中的许多库类名称，多与咖啡有关,1
4779386,1995年由SunMicrosystems公司推出的Java面向对象程序设计语言和Java平台的总称,1
4779386,"脚本语言：HTML（HypertextMarkupLanguage）/是用于描述网页文档的超文本标记语言；JavaScript/是一种通用的、基于原型的、面向对象的脚本语言；VBScript/是MicrosoftVisualBasicScriptingEdition的简称,是HTML文件中使用的一种VB脚本语言",1
4779386,系统工具：（1）系统还原系统还原可以监视系统以及某些应用程序文件的改变，并自动创建易于识别的还原点,1
4779386,这些还原点允许用户将系统还原到以前的状态,1
4779386,在Windows7中，可以安排定期备份；可以备份整个系统，或仅备份具体的文件,1
4779386,"（2）磁盘清理和碎片整理记事本：“记事本”是Windows附件中用来创建编辑文本文件的程序,生成.TXT扩展名纯文本文件",1
4779386,写字板：“写字板”能创建打开Word文档、RTF文档和文本格式文件等,1
4779386,画图、录音机,1
4779386,桌面是由快捷图标、任务区、知识区、快速启动任务栏等构成的窗口是由标题栏、菜单栏、工具栏、编辑区域、状态栏、滚动条、窗口缩放按钮等组成,1
4779386,"（单用户、单任务、命令行界面）UNIX操作系统及特点：（1）良好的可移植性（2）多用户、多任务（3）内核短小精悍（4）采用树形结构的文件系统（5）把设备如同文件一样对待（6）安全机制完善（7）提供了丰富的网络功能（8）有图形用户界面和命令行操作界面Windows操作系统及特点：（1）多任务处理（2）图形用户界面（3）有效的内存管理（4）支持多种文件系统格式（FAT32,NTFS)（5）支持多媒体应用（6）支持网络应用Linux操作系统及特点：Linux是源代码公开，可以免费获得的自由软件",2
4779386,多用户、多任务的操作系统,1
4779386,UNIX系统提供了命令行方式的用户界面，Linux沿用了这个传统界面形式,1
4121021,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间",1
4121021,系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通,2
4121021,"一、“棱镜门”事件爆发美国国家安全局监控用户隐私2013年6月5日，美国前中情局(CIA)职员爱德华?斯诺顿披露给媒体两份绝密资料，一份资料称：美国国家安全局有一项代号为""棱镜""的秘密项目，要求电信巨头威瑞森公司必须每天上交数百万用户的通话记录",1
4121021,另一份资料更加惊人，美国国家安全局和联邦调查局通过进入微软、谷歌、苹果等九大网络巨头的服务器，监控美国公民的电子邮件、聊天记录等秘密资料,1
4121021,此后斯诺登现身香港，声称自己良心感悟，无法允许美国政府利用“棱镜”项目侵犯全球民众隐私以及互联网自由,1
4121021,他表示，美国政府早在数年前就入侵中国一些个人和机构的电脑网络，其中包括政府官员，商界人士甚至学校,1
4121021,斯诺登后来前往俄罗斯申请避难，获得俄罗斯政府批准,1
4121021,二.2014年8月12日，1400万快递数据遭贩卖：警方破获了一起信息泄露案件，犯罪嫌疑人通过快递公司官网漏洞，登录网站后台，然后再通过上传（后门）工具就能获取该网站数据库的访问权限，获取了1400万条用户信息，除了有快递编码外，还详细记录着收货和发货双方的姓名、电话号码、住址等个人隐私信息，而拿到这些数据仅用了20秒的时间,1
4121021,中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/传输控制协议、IP/网际协议、HTTP/超文本传输协议,2
4121021,该域名对应的实际IP地址：114.215.217.115,1
4121021,计算机：终端传输媒体：传输通道网络适配器：局域网中连接计算机和传输介质的接口，不仅能实现与局域网传输介质之间的物理连接和电信号匹配，还涉及帧的发送与接收、帧的封装与拆封、介质访问控制、数据的编码与解码以及数据缓存的功能等,2
4121021,网络连接设备：把网络中的通信线路连接起来网络操作系统：向网络计算机提供服务,1
4121021,网络协议从最基本的角度讲，就是规则,2
4121021,它规定了计算机通过网络进行通信的方式,1
4121021,例如，当一个计算机请求一个文件服务器上的某个文件时，计算机就必须都同意大量的规则，如工作站和服务器之间传送的数量、运送信息包的地址信息，用于保证信息成功到达的错误检查例程以及远程发送的用于作保证运送信息包以正确的顺序到达的时序，（常用的网络通信协议：TCP/IP、IPX/SPX、NETBIOS，分别称为传输控制协议/网际协议、互联网信息交换包/顺序信息交换包、网络基本输入/输出系统）,1
4121021,在物理层提供比特流服务的基础上，建立相邻结点之间的数据链路，通过差错控制提供数据帧(Frame)在信道上无差错的传输，并进行各电路上的动作系列,1
4121021,数据链路层在不可靠的物理介质上提供可靠的传输,1
4121021,该层的作用包括:物理地址寻址、数据的成帧、流量控制、数据的检错、重发等,2
4121021,在这一层，数据的单位称为帧(frame),1
